dataset,fold,test_subject,eval_sample_id,sequence_start_source_index,sequence_end_source_index,target_source_index,y_true
pamap2,2,102,2127,6010,6019,6019,8
pamap2,2,102,2128,6011,6020,6020,8
pamap2,2,102,2129,6012,6021,6021,7
pamap2,2,102,2130,6013,6022,6022,7
pamap2,2,102,2131,6014,6023,6023,7
pamap2,2,102,2132,6015,6024,6024,7
pamap2,2,102,2133,6016,6025,6025,7
pamap2,2,102,2134,6017,6026,6026,7
pamap2,2,102,2135,6018,6027,6027,7
pamap2,2,102,2136,6019,6028,6028,7
pamap2,2,102,2137,6020,6029,6029,7
pamap2,2,102,2138,6021,6030,6030,7
pamap2,2,102,2139,6022,6031,6031,7
pamap2,2,102,2140,6023,6032,6032,7
pamap2,2,102,2141,6024,6033,6033,7
pamap2,2,102,2142,6025,6034,6034,7
pamap2,2,102,2143,6026,6035,6035,7
pamap2,2,102,2144,6027,6036,6036,7
pamap2,2,102,2145,6028,6037,6037,7
pamap2,2,102,2146,6029,6038,6038,7
pamap2,2,102,2147,6030,6039,6039,7
pamap2,2,102,2148,6031,6040,6040,7
pamap2,2,102,2149,6032,6041,6041,7
pamap2,2,102,2150,6033,6042,6042,7
pamap2,2,102,2151,6034,6043,6043,7
pamap2,2,102,2152,6035,6044,6044,7
pamap2,2,102,2153,6036,6045,6045,7
pamap2,2,102,2154,6037,6046,6046,7
pamap2,2,102,2155,6038,6047,6047,7
pamap2,2,102,2156,6039,6048,6048,7
pamap2,2,102,2157,6040,6049,6049,7
pamap2,2,102,2158,6041,6050,6050,7
pamap2,2,102,2159,6042,6051,6051,7
pamap2,2,102,2160,6043,6052,6052,7
pamap2,2,102,2161,6044,6053,6053,7
pamap2,2,102,2162,6045,6054,6054,7
pamap2,2,102,2163,6046,6055,6055,7
pamap2,2,102,2164,6047,6056,6056,7
pamap2,2,102,2165,6048,6057,6057,7
pamap2,2,102,2166,6049,6058,6058,7
pamap2,2,102,2167,6050,6059,6059,7
pamap2,2,102,2168,6051,6060,6060,7
pamap2,2,102,2169,6052,6061,6061,7
pamap2,2,102,2170,6053,6062,6062,7
pamap2,2,102,2171,6054,6063,6063,7
pamap2,2,102,2172,6055,6064,6064,7
pamap2,2,102,2173,6056,6065,6065,7
pamap2,2,102,2174,6057,6066,6066,7
pamap2,2,102,2175,6058,6067,6067,7
pamap2,2,102,2176,6059,6068,6068,7
pamap2,2,102,2177,6060,6069,6069,7
pamap2,2,102,2178,6061,6070,6070,7
pamap2,2,102,2179,6062,6071,6071,7
pamap2,2,102,2180,6063,6072,6072,7
pamap2,2,102,2181,6064,6073,6073,7
pamap2,2,102,2182,6065,6074,6074,7
pamap2,2,102,2183,6066,6075,6075,7
pamap2,2,102,2184,6067,6076,6076,7
pamap2,2,102,2185,6068,6077,6077,7
pamap2,2,102,2186,6069,6078,6078,7
pamap2,2,102,2187,6070,6079,6079,7
pamap2,2,102,2188,6071,6080,6080,7
pamap2,2,102,2189,6072,6081,6081,7
pamap2,2,102,2190,6073,6082,6082,7
pamap2,2,102,2191,6074,6083,6083,7
pamap2,2,102,2192,6075,6084,6084,7
pamap2,2,102,2193,6076,6085,6085,7
pamap2,2,102,2194,6077,6086,6086,7
pamap2,2,102,2195,6078,6087,6087,7
pamap2,2,102,2196,6079,6088,6088,7
pamap2,2,102,2197,6080,6089,6089,7
pamap2,2,102,2198,6081,6090,6090,7
pamap2,2,102,2199,6082,6091,6091,7
pamap2,2,102,2200,6083,6092,6092,7
pamap2,2,102,2201,6084,6093,6093,7
pamap2,2,102,2202,6085,6094,6094,7
pamap2,2,102,2203,6086,6095,6095,7
pamap2,2,102,2204,6087,6096,6096,7
pamap2,2,102,2205,6088,6097,6097,7
pamap2,2,102,2206,6089,6098,6098,7
pamap2,2,102,2207,6090,6099,6099,7
pamap2,2,102,2208,6091,6100,6100,7
pamap2,2,102,2209,6092,6101,6101,7
pamap2,2,102,2210,6093,6102,6102,7
pamap2,2,102,2211,6094,6103,6103,7
pamap2,2,102,2212,6095,6104,6104,7
pamap2,2,102,2213,6096,6105,6105,7
pamap2,2,102,2214,6097,6106,6106,7
pamap2,2,102,2215,6098,6107,6107,7
pamap2,2,102,2216,6099,6108,6108,7
pamap2,2,102,2217,6100,6109,6109,7
pamap2,2,102,2218,6101,6110,6110,7
pamap2,2,102,2219,6102,6111,6111,7
pamap2,2,102,2220,6103,6112,6112,7
pamap2,2,102,2221,6104,6113,6113,7
pamap2,2,102,2222,6105,6114,6114,7
pamap2,2,102,2223,6106,6115,6115,7
pamap2,2,102,2224,6107,6116,6116,7
pamap2,2,102,2225,6108,6117,6117,7
pamap2,2,102,2226,6109,6118,6118,7
pamap2,2,102,2227,6110,6119,6119,7
pamap2,2,102,2228,6111,6120,6120,7
pamap2,2,102,2229,6112,6121,6121,7
pamap2,2,102,2230,6113,6122,6122,7
pamap2,2,102,2231,6114,6123,6123,7
pamap2,2,102,2232,6115,6124,6124,7
pamap2,2,102,2233,6116,6125,6125,7
pamap2,2,102,2234,6117,6126,6126,7
pamap2,2,102,2235,6118,6127,6127,7
pamap2,2,102,2236,6119,6128,6128,7
pamap2,2,102,2237,6120,6129,6129,7
pamap2,2,102,2238,6121,6130,6130,7
pamap2,2,102,2239,6122,6131,6131,7
pamap2,2,102,2240,6123,6132,6132,7
pamap2,2,102,2241,6124,6133,6133,7
pamap2,2,102,2242,6125,6134,6134,7
pamap2,2,102,2243,6126,6135,6135,7
pamap2,2,102,2244,6127,6136,6136,7
pamap2,2,102,2245,6128,6137,6137,7
pamap2,2,102,2246,6129,6138,6138,7
pamap2,2,102,2247,6130,6139,6139,7
pamap2,2,102,2248,6131,6140,6140,7
pamap2,2,102,2249,6132,6141,6141,7
pamap2,2,102,2250,6133,6142,6142,7
pamap2,2,102,2251,6134,6143,6143,7
pamap2,2,102,2252,6135,6144,6144,7
pamap2,2,102,2253,6136,6145,6145,7
pamap2,2,102,2254,6137,6146,6146,7
pamap2,2,102,2255,6138,6147,6147,7
pamap2,2,102,2256,6139,6148,6148,7
pamap2,2,102,2257,6140,6149,6149,7
pamap2,2,102,2258,6141,6150,6150,7
pamap2,2,102,2259,6142,6151,6151,7
pamap2,2,102,2260,6143,6152,6152,7
pamap2,2,102,2261,6144,6153,6153,7
pamap2,2,102,2262,6145,6154,6154,8
pamap2,2,102,2263,6146,6155,6155,8
pamap2,2,102,2264,6147,6156,6156,8
pamap2,2,102,2265,6148,6157,6157,8
pamap2,2,102,2266,6149,6158,6158,8
pamap2,2,102,2267,6150,6159,6159,8
pamap2,2,102,2268,6151,6160,6160,8
pamap2,2,102,2269,6152,6161,6161,8
pamap2,2,102,2270,6153,6162,6162,8
pamap2,2,102,2271,6154,6163,6163,8
pamap2,2,102,2272,6155,6164,6164,8
pamap2,2,102,2273,6156,6165,6165,8
pamap2,2,102,2274,6157,6166,6166,8
pamap2,2,102,2275,6158,6167,6167,8
pamap2,2,102,2276,6159,6168,6168,8
pamap2,2,102,2277,6160,6169,6169,8
pamap2,2,102,2278,6161,6170,6170,8
pamap2,2,102,2279,6162,6171,6171,8
pamap2,2,102,2280,6163,6172,6172,8
pamap2,2,102,2281,6164,6173,6173,8
pamap2,2,102,2282,6165,6174,6174,8
pamap2,2,102,2283,6166,6175,6175,8
pamap2,2,102,2284,6167,6176,6176,8
pamap2,2,102,2285,6168,6177,6177,8
pamap2,2,102,2286,6169,6178,6178,8
pamap2,2,102,2287,6170,6179,6179,8
pamap2,2,102,2288,6171,6180,6180,8
pamap2,2,102,2289,6172,6181,6181,8
pamap2,2,102,2290,6173,6182,6182,8
pamap2,2,102,2291,6174,6183,6183,8
pamap2,2,102,2292,6175,6184,6184,8
pamap2,2,102,2293,6176,6185,6185,8
pamap2,2,102,2294,6177,6186,6186,8
pamap2,2,102,2295,6178,6187,6187,8
pamap2,2,102,2296,6179,6188,6188,8
pamap2,2,102,2297,6180,6189,6189,8
pamap2,2,102,2298,6181,6190,6190,8
pamap2,2,102,2299,6182,6191,6191,8
pamap2,2,102,2300,6183,6192,6192,8
pamap2,2,102,2301,6184,6193,6193,8
pamap2,2,102,2302,6185,6194,6194,8
pamap2,2,102,2303,6186,6195,6195,8
pamap2,2,102,2304,6187,6196,6196,8
pamap2,2,102,2305,6188,6197,6197,8
pamap2,2,102,2306,6189,6198,6198,8
pamap2,2,102,2307,6190,6199,6199,8
pamap2,2,102,2308,6191,6200,6200,8
pamap2,2,102,2309,6192,6201,6201,8
pamap2,2,102,2310,6193,6202,6202,8
pamap2,2,102,2311,6194,6203,6203,8
pamap2,2,102,2312,6195,6204,6204,8
pamap2,2,102,2313,6196,6205,6205,8
pamap2,2,102,2314,6197,6206,6206,8
pamap2,2,102,2315,6198,6207,6207,8
pamap2,2,102,2316,6199,6208,6208,8
pamap2,2,102,2317,6200,6209,6209,8
pamap2,2,102,2318,6201,6210,6210,8
pamap2,2,102,2319,6202,6211,6211,8
pamap2,2,102,2320,6203,6212,6212,8
pamap2,2,102,2321,6204,6213,6213,8
pamap2,2,102,2322,6205,6214,6214,8
pamap2,2,102,2323,6206,6215,6215,8
pamap2,2,102,2324,6207,6216,6216,8
pamap2,2,102,2325,6208,6217,6217,8
pamap2,2,102,2326,6209,6218,6218,8
pamap2,2,102,2327,6210,6219,6219,8
pamap2,2,102,2328,6211,6220,6220,8
pamap2,2,102,2329,6212,6221,6221,8
pamap2,2,102,2330,6213,6222,6222,8
pamap2,2,102,2331,6214,6223,6223,8
pamap2,2,102,2332,6215,6224,6224,8
pamap2,2,102,2333,6216,6225,6225,8
pamap2,2,102,2334,6217,6226,6226,8
pamap2,2,102,2335,6218,6227,6227,8
pamap2,2,102,2336,6219,6228,6228,8
pamap2,2,102,2337,6220,6229,6229,8
pamap2,2,102,2338,6221,6230,6230,8
pamap2,2,102,2339,6222,6231,6231,8
pamap2,2,102,2340,6223,6232,6232,8
pamap2,2,102,2341,6224,6233,6233,8
pamap2,2,102,2342,6225,6234,6234,8
pamap2,2,102,2343,6226,6235,6235,8
pamap2,2,102,2344,6227,6236,6236,8
pamap2,2,102,2345,6228,6237,6237,8
pamap2,2,102,2346,6229,6238,6238,8
pamap2,2,102,2347,6230,6239,6239,8
pamap2,2,102,2348,6231,6240,6240,8
pamap2,2,102,2349,6232,6241,6241,8
pamap2,2,102,2350,6233,6242,6242,8
pamap2,2,102,2351,6234,6243,6243,8
pamap2,2,102,2352,6235,6244,6244,8
pamap2,2,102,2353,6236,6245,6245,8
pamap2,2,102,2354,6237,6246,6246,8
pamap2,2,102,2355,6238,6247,6247,8
pamap2,2,102,2356,6239,6248,6248,8
pamap2,2,102,2357,6240,6249,6249,8
pamap2,2,102,2358,6241,6250,6250,8
pamap2,2,102,2359,6242,6251,6251,8
pamap2,2,102,2360,6243,6252,6252,8
pamap2,2,102,2361,6244,6253,6253,8
pamap2,2,102,2362,6245,6254,6254,8
pamap2,2,102,2363,6246,6255,6255,8
pamap2,2,102,2364,6247,6256,6256,8
pamap2,2,102,2365,6248,6257,6257,8
pamap2,2,102,2366,6249,6258,6258,8
pamap2,2,102,2367,6250,6259,6259,8
pamap2,2,102,2368,6251,6260,6260,8
pamap2,2,102,2369,6252,6261,6261,8
pamap2,2,102,2370,6253,6262,6262,8
pamap2,2,102,2371,6254,6263,6263,8
pamap2,2,102,2372,6255,6264,6264,8
pamap2,2,102,2373,6256,6265,6265,8
pamap2,2,102,2374,6257,6266,6266,8
pamap2,2,102,2375,6258,6267,6267,8
pamap2,2,102,2376,6259,6268,6268,3
pamap2,2,102,2377,6260,6269,6269,3
pamap2,2,102,2378,6261,6270,6270,3
pamap2,2,102,2379,6262,6271,6271,3
pamap2,2,102,2380,6263,6272,6272,3
pamap2,2,102,2381,6264,6273,6273,3
pamap2,2,102,2382,6265,6274,6274,3
pamap2,2,102,2383,6266,6275,6275,3
pamap2,2,102,2384,6267,6276,6276,3
pamap2,2,102,2385,6268,6277,6277,3
pamap2,2,102,2386,6269,6278,6278,3
pamap2,2,102,2387,6270,6279,6279,3
pamap2,2,102,2388,6271,6280,6280,3
pamap2,2,102,2389,6272,6281,6281,3
pamap2,2,102,2390,6273,6282,6282,3
pamap2,2,102,2391,6274,6283,6283,3
pamap2,2,102,2392,6275,6284,6284,3
pamap2,2,102,2393,6276,6285,6285,3
pamap2,2,102,2394,6277,6286,6286,3
pamap2,2,102,2395,6278,6287,6287,3
pamap2,2,102,2396,6279,6288,6288,3
pamap2,2,102,2397,6280,6289,6289,3
pamap2,2,102,2398,6281,6290,6290,3
pamap2,2,102,2399,6282,6291,6291,3
pamap2,2,102,2400,6283,6292,6292,3
pamap2,2,102,2401,6284,6293,6293,3
pamap2,2,102,2402,6285,6294,6294,3
pamap2,2,102,2403,6286,6295,6295,3
pamap2,2,102,2404,6287,6296,6296,3
pamap2,2,102,2405,6288,6297,6297,3
pamap2,2,102,2406,6289,6298,6298,3
pamap2,2,102,2407,6290,6299,6299,3
pamap2,2,102,2408,6291,6300,6300,3
pamap2,2,102,2409,6292,6301,6301,3
pamap2,2,102,2410,6293,6302,6302,3
pamap2,2,102,2411,6294,6303,6303,3
pamap2,2,102,2412,6295,6304,6304,3
pamap2,2,102,2413,6296,6305,6305,3
pamap2,2,102,2414,6297,6306,6306,3
pamap2,2,102,2415,6298,6307,6307,3
pamap2,2,102,2416,6299,6308,6308,3
pamap2,2,102,2417,6300,6309,6309,3
pamap2,2,102,2418,6301,6310,6310,3
pamap2,2,102,2419,6302,6311,6311,3
pamap2,2,102,2420,6303,6312,6312,3
pamap2,2,102,2421,6304,6313,6313,3
pamap2,2,102,2422,6305,6314,6314,3
pamap2,2,102,2423,6306,6315,6315,3
pamap2,2,102,2424,6307,6316,6316,3
pamap2,2,102,2425,6308,6317,6317,3
pamap2,2,102,2426,6309,6318,6318,3
pamap2,2,102,2427,6310,6319,6319,3
pamap2,2,102,2428,6311,6320,6320,3
pamap2,2,102,2429,6312,6321,6321,3
pamap2,2,102,2430,6313,6322,6322,3
pamap2,2,102,2431,6314,6323,6323,3
pamap2,2,102,2432,6315,6324,6324,3
pamap2,2,102,2433,6316,6325,6325,3
pamap2,2,102,2434,6317,6326,6326,3
pamap2,2,102,2435,6318,6327,6327,3
pamap2,2,102,2436,6319,6328,6328,3
pamap2,2,102,2437,6320,6329,6329,3
pamap2,2,102,2438,6321,6330,6330,3
pamap2,2,102,2439,6322,6331,6331,3
pamap2,2,102,2440,6323,6332,6332,3
pamap2,2,102,2441,6324,6333,6333,3
pamap2,2,102,2442,6325,6334,6334,3
pamap2,2,102,2443,6326,6335,6335,3
pamap2,2,102,2444,6327,6336,6336,3
pamap2,2,102,2445,6328,6337,6337,3
pamap2,2,102,2446,6329,6338,6338,3
pamap2,2,102,2447,6330,6339,6339,3
pamap2,2,102,2448,6331,6340,6340,3
pamap2,2,102,2449,6332,6341,6341,3
pamap2,2,102,2450,6333,6342,6342,3
pamap2,2,102,2451,6334,6343,6343,3
pamap2,2,102,2452,6335,6344,6344,3
pamap2,2,102,2453,6336,6345,6345,3
pamap2,2,102,2454,6337,6346,6346,3
pamap2,2,102,2455,6338,6347,6347,3
pamap2,2,102,2456,6339,6348,6348,3
pamap2,2,102,2457,6340,6349,6349,3
pamap2,2,102,2458,6341,6350,6350,3
pamap2,2,102,2459,6342,6351,6351,3
pamap2,2,102,2460,6343,6352,6352,3
pamap2,2,102,2461,6344,6353,6353,3
pamap2,2,102,2462,6345,6354,6354,3
pamap2,2,102,2463,6346,6355,6355,3
pamap2,2,102,2464,6347,6356,6356,3
pamap2,2,102,2465,6348,6357,6357,3
pamap2,2,102,2466,6349,6358,6358,3
pamap2,2,102,2467,6350,6359,6359,3
pamap2,2,102,2468,6351,6360,6360,3
pamap2,2,102,2469,6352,6361,6361,3
pamap2,2,102,2470,6353,6362,6362,3
pamap2,2,102,2471,6354,6363,6363,3
pamap2,2,102,2472,6355,6364,6364,3
pamap2,2,102,2473,6356,6365,6365,3
pamap2,2,102,2474,6357,6366,6366,3
pamap2,2,102,2475,6358,6367,6367,3
pamap2,2,102,2476,6359,6368,6368,3
pamap2,2,102,2477,6360,6369,6369,3
pamap2,2,102,2478,6361,6370,6370,3
pamap2,2,102,2479,6362,6371,6371,3
pamap2,2,102,2480,6363,6372,6372,3
pamap2,2,102,2481,6364,6373,6373,3
pamap2,2,102,2482,6365,6374,6374,3
pamap2,2,102,2483,6366,6375,6375,3
pamap2,2,102,2484,6367,6376,6376,3
pamap2,2,102,2485,6368,6377,6377,3
pamap2,2,102,2486,6369,6378,6378,3
pamap2,2,102,2487,6370,6379,6379,3
pamap2,2,102,2488,6371,6380,6380,3
pamap2,2,102,2489,6372,6381,6381,3
pamap2,2,102,2490,6373,6382,6382,3
pamap2,2,102,2491,6374,6383,6383,3
pamap2,2,102,2492,6375,6384,6384,3
pamap2,2,102,2493,6376,6385,6385,3
pamap2,2,102,2494,6377,6386,6386,3
pamap2,2,102,2495,6378,6387,6387,3
pamap2,2,102,2496,6379,6388,6388,3
pamap2,2,102,2497,6380,6389,6389,3
pamap2,2,102,2498,6381,6390,6390,3
pamap2,2,102,2499,6382,6391,6391,3
pamap2,2,102,2500,6383,6392,6392,3
pamap2,2,102,2501,6384,6393,6393,3
pamap2,2,102,2502,6385,6394,6394,3
pamap2,2,102,2503,6386,6395,6395,3
pamap2,2,102,2504,6387,6396,6396,3
pamap2,2,102,2505,6388,6397,6397,3
pamap2,2,102,2506,6389,6398,6398,3
pamap2,2,102,2507,6390,6399,6399,3
pamap2,2,102,2508,6391,6400,6400,3
pamap2,2,102,2509,6392,6401,6401,3
pamap2,2,102,2510,6393,6402,6402,3
pamap2,2,102,2511,6394,6403,6403,3
pamap2,2,102,2512,6395,6404,6404,3
pamap2,2,102,2513,6396,6405,6405,3
pamap2,2,102,2514,6397,6406,6406,3
pamap2,2,102,2515,6398,6407,6407,3
pamap2,2,102,2516,6399,6408,6408,3
pamap2,2,102,2517,6400,6409,6409,3
pamap2,2,102,2518,6401,6410,6410,3
pamap2,2,102,2519,6402,6411,6411,3
pamap2,2,102,2520,6403,6412,6412,3
pamap2,2,102,2521,6404,6413,6413,3
pamap2,2,102,2522,6405,6414,6414,3
pamap2,2,102,2523,6406,6415,6415,3
pamap2,2,102,2524,6407,6416,6416,3
pamap2,2,102,2525,6408,6417,6417,3
pamap2,2,102,2526,6409,6418,6418,3
pamap2,2,102,2527,6410,6419,6419,3
pamap2,2,102,2528,6411,6420,6420,3
pamap2,2,102,2529,6412,6421,6421,3
pamap2,2,102,2530,6413,6422,6422,3
pamap2,2,102,2531,6414,6423,6423,3
pamap2,2,102,2532,6415,6424,6424,3
pamap2,2,102,2533,6416,6425,6425,3
pamap2,2,102,2534,6417,6426,6426,3
pamap2,2,102,2535,6418,6427,6427,3
pamap2,2,102,2536,6419,6428,6428,3
pamap2,2,102,2537,6420,6429,6429,3
pamap2,2,102,2538,6421,6430,6430,3
pamap2,2,102,2539,6422,6431,6431,3
pamap2,2,102,2540,6423,6432,6432,3
pamap2,2,102,2541,6424,6433,6433,3
pamap2,2,102,2542,6425,6434,6434,3
pamap2,2,102,2543,6426,6435,6435,3
pamap2,2,102,2544,6427,6436,6436,3
pamap2,2,102,2545,6428,6437,6437,3
pamap2,2,102,2546,6429,6438,6438,3
pamap2,2,102,2547,6430,6439,6439,3
pamap2,2,102,2548,6431,6440,6440,3
pamap2,2,102,2549,6432,6441,6441,3
pamap2,2,102,2550,6433,6442,6442,3
pamap2,2,102,2551,6434,6443,6443,3
pamap2,2,102,2552,6435,6444,6444,3
pamap2,2,102,2553,6436,6445,6445,3
pamap2,2,102,2554,6437,6446,6446,3
pamap2,2,102,2555,6438,6447,6447,3
pamap2,2,102,2556,6439,6448,6448,3
pamap2,2,102,2557,6440,6449,6449,3
pamap2,2,102,2558,6441,6450,6450,3
pamap2,2,102,2559,6442,6451,6451,3
pamap2,2,102,2560,6443,6452,6452,3
pamap2,2,102,2561,6444,6453,6453,3
pamap2,2,102,2562,6445,6454,6454,3
pamap2,2,102,2563,6446,6455,6455,3
pamap2,2,102,2564,6447,6456,6456,3
pamap2,2,102,2565,6448,6457,6457,3
pamap2,2,102,2566,6449,6458,6458,3
pamap2,2,102,2567,6450,6459,6459,3
pamap2,2,102,2568,6451,6460,6460,3
pamap2,2,102,2569,6452,6461,6461,3
pamap2,2,102,2570,6453,6462,6462,3
pamap2,2,102,2571,6454,6463,6463,3
pamap2,2,102,2572,6455,6464,6464,3
pamap2,2,102,2573,6456,6465,6465,3
pamap2,2,102,2574,6457,6466,6466,3
pamap2,2,102,2575,6458,6467,6467,3
pamap2,2,102,2576,6459,6468,6468,3
pamap2,2,102,2577,6460,6469,6469,3
pamap2,2,102,2578,6461,6470,6470,3
pamap2,2,102,2579,6462,6471,6471,3
pamap2,2,102,2580,6463,6472,6472,3
pamap2,2,102,2581,6464,6473,6473,3
pamap2,2,102,2582,6465,6474,6474,3
pamap2,2,102,2583,6466,6475,6475,3
pamap2,2,102,2584,6467,6476,6476,3
pamap2,2,102,2585,6468,6477,6477,3
pamap2,2,102,2586,6469,6478,6478,3
pamap2,2,102,2587,6470,6479,6479,3
pamap2,2,102,2588,6471,6480,6480,3
pamap2,2,102,2589,6472,6481,6481,3
pamap2,2,102,2590,6473,6482,6482,3
pamap2,2,102,2591,6474,6483,6483,3
pamap2,2,102,2592,6475,6484,6484,3
pamap2,2,102,2593,6476,6485,6485,3
pamap2,2,102,2594,6477,6486,6486,3
pamap2,2,102,2595,6478,6487,6487,3
pamap2,2,102,2596,6479,6488,6488,3
pamap2,2,102,2597,6480,6489,6489,3
pamap2,2,102,2598,6481,6490,6490,3
pamap2,2,102,2599,6482,6491,6491,3
pamap2,2,102,2600,6483,6492,6492,3
pamap2,2,102,2601,6484,6493,6493,3
pamap2,2,102,2602,6485,6494,6494,3
pamap2,2,102,2603,6486,6495,6495,3
pamap2,2,102,2604,6487,6496,6496,3
pamap2,2,102,2605,6488,6497,6497,3
pamap2,2,102,2606,6489,6498,6498,3
pamap2,2,102,2607,6490,6499,6499,3
pamap2,2,102,2608,6491,6500,6500,3
pamap2,2,102,2609,6492,6501,6501,3
pamap2,2,102,2610,6493,6502,6502,3
pamap2,2,102,2611,6494,6503,6503,3
pamap2,2,102,2612,6495,6504,6504,3
pamap2,2,102,2613,6496,6505,6505,3
pamap2,2,102,2614,6497,6506,6506,3
pamap2,2,102,2615,6498,6507,6507,3
pamap2,2,102,2616,6499,6508,6508,3
pamap2,2,102,2617,6500,6509,6509,3
pamap2,2,102,2618,6501,6510,6510,3
pamap2,2,102,2619,6502,6511,6511,3
pamap2,2,102,2620,6503,6512,6512,3
pamap2,2,102,2621,6504,6513,6513,3
pamap2,2,102,2622,6505,6514,6514,3
pamap2,2,102,2623,6506,6515,6515,3
pamap2,2,102,2624,6507,6516,6516,3
pamap2,2,102,2625,6508,6517,6517,3
pamap2,2,102,2626,6509,6518,6518,3
pamap2,2,102,2627,6510,6519,6519,3
pamap2,2,102,2628,6511,6520,6520,3
pamap2,2,102,2629,6512,6521,6521,3
pamap2,2,102,2630,6513,6522,6522,3
pamap2,2,102,2631,6514,6523,6523,3
pamap2,2,102,2632,6515,6524,6524,3
pamap2,2,102,2633,6516,6525,6525,3
pamap2,2,102,2634,6517,6526,6526,3
pamap2,2,102,2635,6518,6527,6527,3
pamap2,2,102,2636,6519,6528,6528,3
pamap2,2,102,2637,6520,6529,6529,3
pamap2,2,102,2638,6521,6530,6530,3
pamap2,2,102,2639,6522,6531,6531,3
pamap2,2,102,2640,6523,6532,6532,3
pamap2,2,102,2641,6524,6533,6533,3
pamap2,2,102,2642,6525,6534,6534,3
pamap2,2,102,2643,6526,6535,6535,3
pamap2,2,102,2644,6527,6536,6536,3
pamap2,2,102,2645,6528,6537,6537,3
pamap2,2,102,2646,6529,6538,6538,3
pamap2,2,102,2647,6530,6539,6539,3
pamap2,2,102,2648,6531,6540,6540,3
pamap2,2,102,2649,6532,6541,6541,3
pamap2,2,102,2650,6533,6542,6542,3
pamap2,2,102,2651,6534,6543,6543,3
pamap2,2,102,2652,6535,6544,6544,3
pamap2,2,102,2653,6536,6545,6545,3
pamap2,2,102,2654,6537,6546,6546,3
pamap2,2,102,2655,6538,6547,6547,3
pamap2,2,102,2656,6539,6548,6548,3
pamap2,2,102,2657,6540,6549,6549,3
pamap2,2,102,2658,6541,6550,6550,3
pamap2,2,102,2659,6542,6551,6551,3
pamap2,2,102,2660,6543,6552,6552,3
pamap2,2,102,2661,6544,6553,6553,3
pamap2,2,102,2662,6545,6554,6554,3
pamap2,2,102,2663,6546,6555,6555,3
pamap2,2,102,2664,6547,6556,6556,3
pamap2,2,102,2665,6548,6557,6557,3
pamap2,2,102,2666,6549,6558,6558,3
pamap2,2,102,2667,6550,6559,6559,3
pamap2,2,102,2668,6551,6560,6560,3
pamap2,2,102,2669,6552,6561,6561,3
pamap2,2,102,2670,6553,6562,6562,3
pamap2,2,102,2671,6554,6563,6563,3
pamap2,2,102,2672,6555,6564,6564,3
pamap2,2,102,2673,6556,6565,6565,3
pamap2,2,102,2674,6557,6566,6566,3
pamap2,2,102,2675,6558,6567,6567,3
pamap2,2,102,2676,6559,6568,6568,3
pamap2,2,102,2677,6560,6569,6569,3
pamap2,2,102,2678,6561,6570,6570,3
pamap2,2,102,2679,6562,6571,6571,3
pamap2,2,102,2680,6563,6572,6572,3
pamap2,2,102,2681,6564,6573,6573,3
pamap2,2,102,2682,6565,6574,6574,3
pamap2,2,102,2683,6566,6575,6575,3
pamap2,2,102,2684,6567,6576,6576,3
pamap2,2,102,2685,6568,6577,6577,3
pamap2,2,102,2686,6569,6578,6578,3
pamap2,2,102,2687,6570,6579,6579,3
pamap2,2,102,2688,6571,6580,6580,3
pamap2,2,102,2689,6572,6581,6581,3
pamap2,2,102,2690,6573,6582,6582,3
pamap2,2,102,2691,6574,6583,6583,3
pamap2,2,102,2692,6575,6584,6584,3
pamap2,2,102,2693,6576,6585,6585,3
pamap2,2,102,2694,6577,6586,6586,3
pamap2,2,102,2695,6578,6587,6587,3
pamap2,2,102,2696,6579,6588,6588,3
pamap2,2,102,2697,6580,6589,6589,3
pamap2,2,102,2698,6581,6590,6590,3
pamap2,2,102,2699,6582,6591,6591,3
pamap2,2,102,2700,6583,6592,6592,3
pamap2,2,102,2701,6584,6593,6593,3
pamap2,2,102,2702,6585,6594,6594,3
pamap2,2,102,2703,6586,6595,6595,3
pamap2,2,102,2704,6587,6596,6596,3
pamap2,2,102,2705,6588,6597,6597,3
pamap2,2,102,2706,6589,6598,6598,3
pamap2,2,102,2707,6590,6599,6599,3
pamap2,2,102,2708,6591,6600,6600,3
pamap2,2,102,2709,6592,6601,6601,3
pamap2,2,102,2710,6593,6602,6602,3
pamap2,2,102,2711,6594,6603,6603,3
pamap2,2,102,2712,6595,6604,6604,3
pamap2,2,102,2713,6596,6605,6605,3
pamap2,2,102,2714,6597,6606,6606,3
pamap2,2,102,2715,6598,6607,6607,3
pamap2,2,102,2716,6599,6608,6608,3
pamap2,2,102,2717,6600,6609,6609,3
pamap2,2,102,2718,6601,6610,6610,3
pamap2,2,102,2719,6602,6611,6611,3
pamap2,2,102,2720,6603,6612,6612,3
pamap2,2,102,2721,6604,6613,6613,3
pamap2,2,102,2722,6605,6614,6614,3
pamap2,2,102,2723,6606,6615,6615,3
pamap2,2,102,2724,6607,6616,6616,3
pamap2,2,102,2725,6608,6617,6617,3
pamap2,2,102,2726,6609,6618,6618,3
pamap2,2,102,2727,6610,6619,6619,3
pamap2,2,102,2728,6611,6620,6620,3
pamap2,2,102,2729,6612,6621,6621,3
pamap2,2,102,2730,6613,6622,6622,3
pamap2,2,102,2731,6614,6623,6623,3
pamap2,2,102,2732,6615,6624,6624,3
